pmid	date	type	jabbrv	n.authors	n.words
29529159	2018-03-13	Journal Article	Am J Clin Nutr	7	13
29532347	2018-03-14	Journal Article	Acta Biotheor	2	15
29547905	2018-03-17	Journal Article	J Econ Entomol	4	12
29548159	2018-03-20	Journal Article	Phys Rev E	1	15
29607839	2018-04-03	Journal Article	J Indian Soc Pedod Prev Dent	4	18
29690420	2018-04-25	Journal Article	Zootaxa	3	16
29736195	2018-05-08	Journal Article	Can Respir J	3	19
29737264	2018-05-09	Journal Article	Infect Disord Drug Targets	3	11
29856383	2018-06-02	Journal Article	Opt Lett	4	10
29857384	2018-06-03	Journal Article	Stud Health Technol Inform	5	9
29857802	2018-06-03	Journal Article	Stud Hist Philos Sci	1	11
29860293	2018-06-04	Other	Clin Infect Dis	1	20
29899189	2018-06-15	Journal Article	Biomed Res	7	18
29901099	2018-06-15	Journal Article	Mol Med Rep	10	12
29912989	2018-06-19	Journal Article	PLoS ONE	10	12
29917075	2018-06-20	Journal Article	Hum Mol Genet	15	16
29928210	2018-06-22	Case Reports	Case Rep Oncol	6	15
29934085	2018-06-24	Journal Article	J Hand Surg Am	9	17
29995654	2018-07-12	Journal Article	J Pediatr Orthop B	1	24
30002663	2018-07-14	Journal Article	Front Plant Sci	10	19
30056223	2018-07-30	Journal Article	Acad Pediatr	10	14
30085162	2018-08-08	Journal Article	J Infect Dis	8	25
30090149	2018-08-10	Case Reports	J Pediatr Neurosci	4	13
30151607	2018-08-29	Journal Article	Health Econ Rev	7	18
30165932	2018-09-01	Journal Article	J Biomed Nanotechnol	12	16
30176273	2018-09-04	Clinical Trial	Resuscitation	8	15
30180715	2018-09-06	Journal Article	J Acoust Soc Am	5	25
30248867	2018-09-27	Journal Article	Sci Total Environ	3	14
30299394	2018-10-10	Journal Article	J Strength Cond Res	5	22
30299965	2018-10-10	Other	Mol Pharm	6	18
30344167	2018-10-23	Journal Article	BMJ Open	5	14
30351222	2018-10-24	Journal Article	Tissue Eng Part A	11	10
30351740	2017-05-01	Case Reports	J Ark Med Soc	1	11
30411101	2018-11-10	Journal Article	Phys Chem Chem Phys	3	15
30485479	2018-11-30	Journal Article	Stat Med	3	9
30514826	2018-12-06	Journal Article	Biosci Rep	7	15
30536301	2018-12-12	Journal Article	Eur Rev Med Pharmacol Sci	7	11
30582410	2018-12-26	Journal Article	Epigenetics	7	18
30602218	2019-01-04	Journal Article	Gut Liver	7	18
30620310	2019-01-09	Journal Article	Manag Care	1	13
30686336	2019-01-29	Journal Article	J Vasc Surg	9	21
30691903	2019-01-30	Journal Article	Waste Manag	5	14
30710658	2019-02-03	Journal Article	Diabetes Res Clin Pract	10	15
30784251	2019-02-21	Journal Article	Minerva Med	6	15
30793300	2019-02-23	Journal Article	J Cell Physiol	14	9
30805225	2019-02-26	Case Reports	Case Rep Endocrinol	3	17
30810703	2019-02-28	Journal Article	JAMA Cardiol	22	20
30827479	2019-03-05	Journal Article	Biol Psychiatry Cogn Neurosci Neuroimaging	1	11
30850249	2019-03-10	Journal Article	Am J Infect Control	7	21
30856562	2019-03-12	Journal Article	Ecotoxicol Environ Saf	7	17
30877734	2019-03-17	Journal Article	Hell J Nucl Med	3	16
30881633	2019-03-19	Journal Article	Chem Sci	2	11
30891499	2019-03-21	Journal Article	Sci Adv	8	12
30913165	2019-03-27	Journal Article	Pain	8	15
30913646	1983-05-01	Journal Article	J Food Prot	3	9
31036416	2019-05-01	Journal Article	Am J Otolaryngol	6	22
31042058	2019-05-02	Journal Article	Am J Physiol Renal Physiol	8	20
31050915	2019-05-06	Journal Article	J Dent Res	8	13
31064299	2019-05-09	Journal Article	Proc Biol Sci	2	15
31101865	2019-05-19	Journal Article	Nat Rev Cancer	3	12
31112217	2016-06-15	Journal Article	Clin Infect Dis	0	9
31112439	2019-05-22	Journal Article	Annu Rev Microbiol	2	9
31127067	2019-05-28	Journal Article	BMJ Qual Saf	6	17
31155176	2019-06-04	Journal Article	Transplant Proc	4	17
31160171	2019-06-05	Journal Article	Clin Breast Cancer	24	15
31190306	2019-06-14	Journal Article	AMB Express	6	11
31244524	2019-06-28	Journal Article	Int J Tryptophan Res	2	23
31264743	2019-07-03	Editorial	NMR Biomed	1	4
31268350	2019-07-04	Journal Article	Comput Methods Biomech Biomed Engin	6	10
31270405	2019-07-05	Journal Article	Bone Marrow Transplant	0	17
31297577	2019-07-13	Journal Article	Knee Surg Sports Traumatol Arthrosc	9	19
31310190	2019-07-17	Journal Article	Int J Syst Evol Microbiol	4	16
31313901	2019-07-18	Journal Article	ACS Appl Mater Interfaces	5	17
31341926	2019-07-26	Journal Article	ACG Case Rep J	1	6
31342064	2019-07-26	Journal Article	Neurosurgery	13	15
31346389	2019-07-28	Journal Article	J Med Ethics Hist Med	2	17
31392427	2019-08-09	Journal Article	Mikrochim Acta	7	20
31449329	2019-08-27	Journal Article	Acta Obstet Gynecol Scand	4	7
31450747	2019-08-28	Journal Article	Cancers (Basel)	9	23
31599624	2019-10-11	Journal Article	J Exp Psychol Learn Mem Cogn	3	11
31615863	2019-10-17	Journal Article	Cold Spring Harb Perspect Med	4	5
31639703	2019-10-23	Journal Article	J Appl Lab Med	6	8
31690280	2019-11-07	Other	BMC Fam Pract	9	17
31711704	2019-11-13	Journal Article	Theriogenology	7	18
31794434	2019-12-04	Journal Article	J Clin Invest	10	12
